Japão	Yoichiro Kakitani	Cerezo Osaka	Japão
Japão	Yuya Osako	1680 München	Alemanha
Uruguai	Fernando Muslera	 Galatasaray	Turquia
Uruguai	Diego Lugano	 West Bromwich	Inglaterra
Uruguai	Diego Godín	 Atlético de Madrid	Espanha
Uruguai	Maxi Pereira	Benfica	Portugal
Uruguai	Martín Cáceres	 Juventus	Itália
Uruguai	Álvaro Pereira	 São Paulo	Brasil
Uruguai	Walter Gargano	Parma	Itália
Uruguai	Egidio Arévalo Ríos	Monarcas Morelia	México
Uruguai	Diego Pérez	 Bologna	Itália
Uruguai	Álvaro González	 Lazio	Itália
Uruguai	Cristian Rodríguez	 Atlético de Madrid	Espanha
Uruguai	Gastón Ramírez	 Southampton	Inglaterra
Uruguai	Christian Stuani	Espanyol	Espanha
Uruguai	Abel Hernández	Palermo	Itália
Uruguai	Diego Forlán	 Internacional	Brasil
Uruguai	Edinson Cavani	 Paris Saint-Germain	França
Uruguai	Luis Suárez	 Liverpool	Inglaterra
Costa Rica	Keylor Navas	Levante	Espanha
Costa Rica	Giancarlo González	Vålerenga	Noruega
Costa Rica	Michael Umaña	Deportivo Saprissa	Costa Rica
Costa Rica	Cristian Gamboa	Rosenborg	Noruega
Costa Rica	Johnny Acosta	Alajuelense	Costa Rica
Costa Rica	Júnior Díaz	FSV Mainz 05	Alemanha
Costa Rica	Roy Miller	New York Red Bulls	Estados Unidos
Costa Rica	Ariel Rodríguez	Alajuelense	Costa Rica
Costa Rica	Christian Bolaños	København	Dinamarca
Costa Rica	José Miguel Cubero	Herediano	Costa Rica
Costa Rica	Celso Borges	AIK Solna	Suécia
Costa Rica	Michael Barrantes	Aalesunds	Noruega
Costa Rica	Yeltsin Tejeda	Deportivo Saprissa	Costa Rica
Costa Rica	Diego Calgo	Vålerenga	Noruega
Costa Rica	Bryan Ruiz	Eindhoven	Holanda
Costa Rica	Joel Campbell	Olympiacos	Grécia
Costa Rica	Álvaro Saborío	Real Salt Lake	Estados Unidos
Inglaterra	Joe Hart	Manchester City	Inglaterra
Inglaterra	Ashley Cole	Chelsea	Inglaterra
Inglaterra	Glen Johnson	Liverpool	Inglaterra
Inglaterra	Gary Cahill	Chelsea	Inglaterra
Inglaterra	Phil Jagielka	Everton	Inglaterra
Inglaterra	Kyle Walker	Tottenham	Inglaterra
Inglaterra	Leighton Baines	Everton	Inglaterra
Inglaterra	Steven Gerrard	Liverpool	Inglaterra
Inglaterra	Frank Lampard	Chelsea	Inglaterra
Inglaterra	Michael Carrick	Manchester United	Inglaterra
Inglaterra	Jack Wilshere	Arsenal	Inglaterra
Inglaterra	James Milner	Manchester City	Inglaterra
Inglaterra	Andros Townsend	Tottenham	Inglaterra
Inglaterra	Alex Oxlade-Chamberlain	Arsenal	Inglaterra
Inglaterra	Danny Welbeck	Manchester United	Inglaterra
Inglaterra	Daniel Sturridge	Liverpool	Inglaterra
Inglaterra	Wayne Rooney	Manchester United	Inglaterra
Itália	Gianluigi Buffon	Juventus	Itália
Itália	Andrea Barzagli	Juventus	Itália
Itália	Leonardo Bonucci	Juventus	Itália
Itália	Giorgio Chiellini	Juventus	Itália
Itália	Ignazio Abate	Milan	Itália
Itália	Mattia De Sciglio	Milan	Itália
Itália	Thiago Motta	Paris Saint-Germain	França
Itália	Daniele De Rossi	Roma	Itália
Itália	Andrea Pirlo	Juventus	Itália
Itália	Riccardo Montolivo	Milan	Itália
Itália	Claudio Marchisio	Juventus	Itália
Itália	Emanuele Giaccherini	Sunderland	Inglaterra
Itália	Antonio Candreva	Lazio	Itália
Itália	Alessio Cerci	Torino	Itália
Itália	Alberto Gilardino	Genoa	Itália
Itália	Giuseppe Rossi	Fiorentina	Itália
Itália	Mario Balotelli	Milan	Itália
